caseidx,d0,d1a,d1b,d1c,d2,d3,d4,d5,d6,d7,d8,d9,d10,b1a,b1aa,b1b,b2a,b2b,b3a,b3b,b4a,b4b,b5a,b5b,b6a,b6b,i0,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,ga,gb1,gb2,gb3,gb4,gb5,gb6,gb7,gb8,gb9a,gb9b,cr1,cr2,ct1,ct1a,ct1b,ct2,ct2a,ct2b,c1,c2,e1,e2,e3,e4,e5,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,g1,g2,callern,caller_id,supern,team_no,dateinterviewstart,dateinterviewend,interview_start_time,interview_end_time,caller_phone_number,name_of_respondent,phone_number_of_respondent,treatment_status,interviewn_result,number_of_calls
96412,502644853,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,43,Nursery,9,Yes,Informal sector,< 500,Yes,I moderately trust,I moderately believe,Disagree,10,Agree,10,Agree,100,Agree,100,Agree,100,Spouse,0,0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,"Food insecurity[i.e., lack of consistent access to enough food going forward]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,,80,10,,3,14,0,0,0,0,100,0,0,All of the time (7 times in 7 days,Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,113,,11,1102020,1102020,124214,125903,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),1
96708,244704586,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,45,JSS/JHS,5,Yes,Informal sector,< 500,Yes,I somewhat trust,I don't believe,Disagree,50,Disagree,40,Agree,100,Agree,100,Agree,100,Spouse,0,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,10,5,,2,4,0,0,0,0,100,10,0,Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,113,,11,1102020,1102020,123741,124053,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),1
95811,246987739,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,45,Tertiary ? HND,9,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,100,Disagree,100,Agree,100,Agree,100,Agree,100,Spouse,0,0,No,No,No,Yes,No,Yes,No,Yes,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,,90,200,,4,35,0,20,0,0,0,0,0,Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Most of the time (5-6 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,113,,11,1102020,1102020,150814,152518,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),1
2704,570128493,RECODE,ASOFAA,1,Male,Akan,Yes,42,JSS/JHS,7,Yes,Informal sector,501 - 1000,Yes,I moderately trust,I moderately believe,Agree,90,Agree,80,Agree,90,Agree,50,Agree,90,Spouse,56,500,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,,3,20,,30,19,1000,200,100,100,0,50,0,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,109,,10,29092020,1102020,164150,94440,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),1
66911,249123694,RECODE,ASOFAA,1,Male,Akan,Yes,52,Middle,10,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,100,Agree,100,Agree,100,Agree,100,Agree,100,Spouse,24,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,,15,100,,20,100,500,100,100,100,0,4000,0,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,109,,10,1102020,1102020,172448,174132,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),1
65511,204346649,RECODE,ASOFAA,1,Male,Guan,Yes,47,Tertiary - Bachelor?s Degree,5,No,Formal sector,501 - 1000,Yes,I trust completely,I completely believe,Agree,90,Agree,90,Agree,90,Agree,90,Agree,90,Spouse,40,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,,8,10,,3,15,80,0,200,50,0,200,0,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,109,,10,1102020,1102020,155050,160444,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),1
65409,555723165,RECODE,ASOFAA,1,Female,Guan,Yes,60,Other (specify),9,Yes,Informal sector,< 500,Yes,I moderately trust,I moderately believe,Agree,90,Agree,95,Agree,75,Agree,85,Agree,100,Myself,28,100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,5,20,,0,0,150,0,0,0,0,60,0,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,109,,10,1102020,1102020,151334,152851,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),1
63703,206281112,RECODE,ASOFAA,1,Male,Mole-Dagbani,Yes,29,Other (specify),4,Yes,Informal sector,< 500,Yes,I moderately trust,I moderately believe,Agree,90,Agree,95,Agree,70,Agree,100,Agree,100,Spouse,40,0,No,No,Yes,Yes,No,Yes,Yes,Yes,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,2,2,,0,0,50,0,0,0,0,50,0,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,109,,10,1102020,1102020,105250,111249,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),1
6603,543216925,RECODE,ASOFAA,1,Male,Mole-Dagbani,Yes,57,Other (specify),16,Yes,Informal sector,< 500,Yes,I moderately trust,I moderately believe,Agree,60,Agree,70,Disagree,65,Agree,70,Disagree,35,Myself,35,0,No,No,No,No,No,Yes,Yes,Yes,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,5,5,,0,0,50,0,0,0,0,50,0,Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,109,,10,1102020,1102020,94840,100630,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),1
65813,200825333,RECODE,ASOFAA,1,Male,Mole-Dagbani,Yes,47,Other (specify),6,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,90,Agree,90,Agree,100,Agree,100,Agree,100,Myself,40,50,No,No,No,No,No,Yes,Yes,Yes,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,8,20,,0,0,140,30,20,0,0,108,0,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Most of the time (5-6 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Sometimes(1-2 times in 7 days),Never(less than 1 time in 7 days),PII,109,,10,1102020,1102020,163032,164410,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),1
64013,202415547,RECODE,ASOFAA,1,Female,Akan,Yes,38,Other (specify),4,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,90,Agree,90,Agree,80,Agree,90,Agree,60,Myself,30,50,No,No,Yes,No,Yes,No,Yes,Yes,"Food insecurity[i.e., lack of consistent access to enough food going forward]",Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,2,3,,0,0,40,0,1200,0,0,20,0,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),All of the time (7 times in 7 days,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,109,,10,1102020,1102020,120435,121939,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),1
67015,207872963,RECODE,ASOFAA,1,Male,Akan,Yes,69,Other (specify),6,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,100,Agree,100,Agree,100,Agree,100,Agree,100,Spouse,45,0,No,No,No,No,Yes,Yes,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,8,15,,0,0,210,70,50,0,0,250,0,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,109,,10,1102020,1102020,180401,182040,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),1
65304,543949179,RECODE,ASOFAA,1,Male,Mole-Dagbani,Yes,63,Other (specify),16,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,60,Agree,70,Agree,90,Agree,100,Agree,100,"Other family members(specify mother, father, siblings, extended relatives)",42,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,10,20,,2,20,200,0,50,0,0,150,0,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,109,,10,1102020,1102020,132941,134645,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),1
65706,556483791,RECODE,ASOFAA,1,Male,Guan,Yes,52,Middle,5,No,Formal sector,< 500,Yes,I trust completely,I completely believe,Agree,100,Agree,100,Agree,100,Agree,100,Agree,100,"Other family members(specify mother, father, siblings, extended relatives)",40,0,No,No,No,No,No,Yes,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,10,30,,0,0,300,20,20,30,0,300,0,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,109,,10,1102020,1102020,174209,175928,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),1
